icd9_code,icd9_description
770.2,Interstitial emphysema and related conditions
770.3,Pulmonary hemorrhage
770.4,Primary atelectasis
770.5,Other and unspecified atelectasis
770.6,Transitory tachypnea of newborn
770.7,Chronic respiratory disease arising in the perinatal period
770.81,Primary apnea of newborn
770.82,Other apnea of newborn
770.83,Cyanotic attacks of newborn
770.84,Respiratory failure of newborn
770.87,Respiratory arrest of newborn
770.88,Hypoxemia of newborn
770.89,Other respiratory problems after birth
771.1,Congenital cytomegalovirus infection
771.2,Other congenital infections specific to the perinatal period
771.4,Omphalitis of the newborn
771.6,Neonatal conjunctivitis and dacryocystitis
771.7,Neonatal Candida infection
771.81,Septicemia [sepsis] of newborn
771.82,Urinary tract infection of newborn
771.83,Bacteremia of newborn
771.89,Other infections specific to the perinatal period
772.0,Fetal blood loss
772.10,Intraventricular hemorrhage unspecified grade
772.11,"Intraventricular hemorrhage, grade I"
772.12,"Intraventricular hemorrhage, grade II"
772.13,"Intraventricular hemorrhage, grade III"
772.14,"Intraventricular hemorrhage, grade IV"
772.2,Subarachnoid hemorrhage of fetus or newborn
772.4,Gastrointestinal hemorrhage of fetus or newborn
772.6,Cutaneous hemorrhage of fetus or newborn
772.8,Other specified hemorrhage of fetus or newborn
773.0,Hemolytic disease of fetus or newborn due to Rh isoimmunization
773.1,Hemolytic disease of fetus or newborn due to ABO isoimmunization
773.2,Hemolytic disease of fetus or newborn due to other and unspecified isoimmunization
774.2,Neonatal jaundice associated with preterm delivery
774.30,"Neonatal jaundice due to delayed conjugation, cause unspecified"
774.39,Other neonatal jaundice due to delayed conjugation from other causes
774.4,Perinatal jaundice due to hepatocellular damage
774.6,Unspecified fetal and neonatal jaundice
775.0,"Syndrome of ""infant of a diabetic mother"""
775.3,Neonatal thyrotoxicosis
775.4,Hypocalcemia and hypomagnesemia of newborn
775.5,Other transitory neonatal electrolyte disturbances
775.6,Neonatal hypoglycemia
775.7,Late metabolic acidosis of newborn
775.81,Other acidosis of newborn
775.89,Other neonatal endocrine and metabolic disturbances
775.9,Unspecified endocrine and metabolic disturbances specific to the fetus and newborn
776.0,Hemorrhagic disease of newborn
776.1,Transient neonatal thrombocytopenia
776.2,Disseminated intravascular coagulation in newborn
776.3,Other transient neonatal disorders of coagulation
776.4,Polycythemia neonatorum
776.5,Congenital anemia
776.6,Anemia of prematurity
776.7,Transient neonatal neutropenia
776.8,Other specified transient hematological disorders of fetus or newborn
777.1,Meconium obstruction in fetus or newborn
777.3,Hematemesis and melena of newborn due to swallowed maternal blood
777.4,Transitory ileus of newborn
777.6,Perinatal intestinal perforation
777.8,Other specified perinatal disorders of digestive system
777.9,Unspecified perinatal disorder of digestive system
778.0,Hydrops fetalis not due to isoimmunization
778.3,Other hypothermia of newborn
778.4,Other disturbances of temperature regulation of newborn
778.5,Other and unspecified edema of newborn
778.6,Congenital hydrocele
778.8,Other specified conditions involving the integument of fetus and newborn
779.0,Convulsions in newborn
779.1,Other and unspecified cerebral irritability in newborn
779.2,"Cerebral depression, coma, and other abnormal cerebral signs in fetus or newborn"
779.5,Drug withdrawal syndrome in newborn
779.7,Periventricular leukomalacia
779.81,Neonatal bradycardia
779.82,Neonatal tachycardia
779.84,Meconium staining
779.85,Cardiac arrest of newborn
779.89,Other specified conditions originating in the perinatal period
779.9,Unspecified condition originating in the perinatal period
78.06,Fever and other physiologic disturbances of temperature regulation
78.45,Other speech disturbance
78.63,Hemoptysis
78.72,Dysphagia
78.76,Incontinence of feces
78.95,Ascites
780.01,Coma
780.02,Transient alteration of awareness
780.03,Persistent vegetative state
780.09,Other alteration of consciousness
780.1,Hallucinations
780.2,Syncope and collapse
780.33,Post traumatic seizures
780.39,Other convulsions
780.4,Dizziness and giddiness
780.50,"Sleep disturbance, unspecified"
780.51,"Insomnia with sleep apnea, unspecified"
780.52,"Insomnia, unspecified"
780.53,"Hypersomnia with sleep apnea, unspecified"
780.54,"Hypersomnia, unspecified"
780.55,"Disruption of 24 hour sleep wake cycle, unspecified"
780.57,Unspecified sleep apnea
780.59,Other sleep disturbances
780.60,"Fever, unspecified"
780.61,Fever presenting with conditions classified elsewhere
780.62,Postprocedural fever
780.64,Chills (without fever)
780.65,Hypothermia not associated with low environmental temperature
780.66,Febrile nonhemolytic transfusion reaction
780.71,Chronic fatigue syndrome
780.72,Functional quadriplegia
780.79,Other malaise and fatigue
780.8,Generalized hyperhidrosis
780.93,Memory loss
780.94,Early satiety
780.96,Generalized pain
780.97,Altered mental status
780.99,Other general symptoms
781.0,Abnormal involuntary movements
781.1,Condyloma acuminatum
781.2,Abnormality of gait
781.3,Lack of coordination
781.6,Meningismus
781.8,Neurologic neglect syndrome
781.94,Facial weakness
781.99,Other symptoms involving nervous and musculoskeletal systems
782.0,Disturbance of skin sensation
782.1,Rash and other nonspecific skin eruption
782.2,"Localized superficial swelling, mass, or lump"
782.3,Edema
782.4,"Jaundice, unspecified, not of newborn"
782.5,Cyanosis
782.61,Pallor
782.62,Flushing
782.7,Spontaneous ecchymoses
782.8,Changes in skin texture
783.0,Anorexia
783.1,Abnormal weight gain
783.21,Loss of weight
783.3,Feeding difficulties and mismanagement
783.40,"Lack of normal physiological development, unspecified"
783.41,Failure to thrive
783.43,Short stature
783.5,Polydipsia
783.6,Polyphagia
783.7,Adult failure to thrive
784.0,Headache
784.1,Throat pain
784.2,"Swelling, mass, or lump in head and neck"
784.3,Aphasia
784.41,Aphonia
784.42,Dysphonia
784.43,Hypernasality
784.49,Other voice and resonance disorders
784.51,Dysarthria
784.59,Other speech disturbance
784.61,Alexia and dyslexia
784.69,Other symbolic dysfunction
784.7,Epistaxis
784.8,Hemorrhage from throat
784.91,Postnasal drip
784.92,Jaw pain
784.99,Other symptoms involving head and neck
785.0,"Tachycardia, unspecified"
785.1,Palpitations
785.2,Undiagnosed cardiac murmurs
785.4,Gangrene
785.50,"Shock, unspecified"
785.51,Cardiogenic shock
785.52,Septic shock
785.59,Other shock without mention of trauma
785.6,Enlargement of lymph nodes
785.9,Other symptoms involving cardiovascular system
786.00,"Respiratory abnormality, unspecified"
786.01,Hyperventilation
786.02,Orthopnea
786.03,Apnea
786.04,Cheyne-Stokes respiration
786.05,Shortness of breath
786.06,Tachypnea
786.07,Wheezing
786.09,Other respiratory abnormalities
786.1,Stridor
786.2,Cough
786.30,"Hemoptysis, unspecified"
786.39,Other hemoptysis
786.4,Abnormal sputum
786.50,"Chest pain, unspecified"
786.51,Precordial pain
786.52,Painful respiration
786.59,Other chest pain
786.6,"Swelling, mass, or lump in chest"
786.8,Hiccough
786.9,Other symptoms involving respiratory system and chest
787.01,Nausea with vomiting
787.02,Nausea alone
787.03,Vomiting alone
787.04,Bilious emesis
787.1,Heartburn
787.20,"Dysphagia, unspecified"
787.21,"Dysphagia, oral phase"
787.22,"Dysphagia, oropharyngeal phase"
787.23,"Dysphagia, pharyngeal phase"
787.24,"Dysphagia, pharyngoesophageal phase"
787.29,Other dysphagia
787.3,"Flatulence, eructation, and gas pain"
787.4,Visible peristalsis
787.60,Full incontinence of feces
787.91,Diarrhea
787.99,Other symptoms involving digestive system
788.1,Dysuria
788.20,"Retention of urine, unspecified"
788.21,Incomplete bladder emptying
788.29,Other specified retention of urine
788.30,"Urinary incontinence, unspecified"
788.31,Urge incontinence
788.32,"Stress incontinence, male"
788.33,Mixed incontinence (male) (female)
788.34,Incontinence without sensory awareness
788.37,Continuous leakage
788.38,Overflow incontinence
788.39,Other urinary incontinence
788.41,Urinary frequency
788.42,Polyuria
788.43,Nocturia
788.5,Oliguria and anuria
788.62,Slowing of urinary stream
788.63,Urgency of urination
788.64,Urinary hesitancy
788.65,Straining on urination
788.69,Other abnormality of urination
788.7,Urethral discharge
788.8,Extravasation of urine
788.91,Functional urinary incontinence
788.99,Other symptoms involving urinary system
789.00,"Abdominal pain, unspecified site"
789.01,"Abdominal pain, right upper quadrant"
789.02,"Abdominal pain, left upper quadrant"
789.03,"Abdominal pain, right lower quadrant"
789.04,"Abdominal pain, left lower quadrant"
789.05,"Abdominal pain, periumbilic"
789.06,"Abdominal pain, epigastric"
789.07,"Abdominal pain, generalized"
789.09,"Abdominal pain, other specified site"
789.1,Hepatomegaly
789.2,Splenomegaly
789.30,"Abdominal or pelvic swelling, mass, or lump, unspecified site"
789.31,"Abdominal or pelvic swelling, mass, or lump, right upper quadrant"
789.32,"Abdominal or pelvic swelling, mass, or lump, left upper quadrant"
789.33,"Abdominal or pelvic swelling, mass, or lump, right lower quadrant"
789.34,"Abdominal or pelvic swelling, mass, or lump, left lower quadrant"
789.37,"Abdominal or pelvic swelling, mass, or lump, generalized"
789.39,"Abdominal or pelvic swelling, mass, or lump, other specified site"
789.40,"Abdominal rigidity, unspecified site"
789.47,"Abdominal rigidity, generalized"
789.51,Malignant ascites
789.59,Other ascites
789.60,"Abdominal tenderness, unspecified site"
789.61,"Abdominal tenderness, right upper quadrant"
79.02,Abnormal glucose
79.31,Nonspecific (abnormal) findings on radiological and other examination of lung field
79.55,Nonspecific reaction to test for tuberculosis
79.90,Asphyxia and hypoxemia
79.92,Nervousness
790.01,Precipitous drop in hematocrit
790.09,Other abnormality of red blood cells
790.1,Elevated sedimentation rate
790.21,Impaired fasting glucose
790.22,Impaired glucose tolerance test (oral)
790.29,Other abnormal glucose
790.4,Nonspecific elevation of levels of transaminase or lactic acid dehydrogenase [LDH]
790.5,Other nonspecific abnormal serum enzyme levels
790.6,Other abnormal blood chemistry
790.7,Bacteremia
790.8,"Viremia, unspecified"
790.92,Abnormal coagulation profile
790.93,Elevated prostate specific antigen [PSA]
790.94,Euthyroid sick syndrome
790.95,Elevated C-reactive protein (CRP)
790.99,Other nonspecific findings on examination of blood
791.0,Proteinuria
791.2,Hemoglobinuria
791.3,Myoglobinuria
791.5,Glycosuria
791.6,Acetonuria
791.9,Other nonspecific findings on examination of urine
792.0,Nonspecific abnormal findings in cerebrospinal fluid
792.1,Nonspecific abnormal findings in stool contents
792.9,Other nonspecific abnormal findings in body substances
793.0,Nonspecific (abnormal) findings on radiological and other examination of skull and head
793.11,Solitary pulmonary nodule
793.19,Other nonspecific abnormal finding of lung field
793.2,Nonspecific (abnormal) findings on radiological and other examination of other intrathoracic organs
793.3,Nonspecific (abnormal) findings on radiological and other examination of biliary tract
793.4,Nonspecific (abnormal) findings on radiological and other examination of gastrointestinal tract
793.5,Nonspecific (abnormal) findings on radiological and other examination of genitourinary organs
793.6,"Nonspecific (abnormal) findings on radiological and other examination of abdominal area, including retroperitoneum"
793.7,Nonspecific (abnormal) findings on radiological and other examination of musculoskeletal system
793.80,"Abnormal mammogram, unspecified"
793.81,Mammographic microcalcification
793.89,Other (abnormal) findings on radiological examination of breast
793.99,Other nonspecific (abnormal) findings on radiological and other examinations of body structure
794.00,"Abnormal function study of brain and central nervous system, unspecified"
794.01,Nonspecific abnormal echoencephalogram
794.02,Nonspecific abnormal electroencephalogram [EEG]
794.09,Other nonspecific abnormal results of function study of brain and central nervous system
794.15,Nonspecific abnormal auditory function studies
794.2,Nonspecific abnormal results of pulmonary function study
794.31,Nonspecific abnormal electrocardiogram [ECG] [EKG]
794.39,Other nonspecific abnormal results of function study of cardiovascular system
794.4,Nonspecific abnormal results of function study of kidney
794.5,Nonspecific abnormal results of function study of thyroid
794.7,Nonspecific abnormal results of function study of basal metabolism
794.8,Nonspecific abnormal results of function study of liver
794.9,Nonspecific abnormal results of other specified function study
795.00,Abnormal glandular Papanicolaou smear of cervix
795.09,Other abnormal Papanicolaou smear of cervix and cervical HPV
795.10,Abnormal glandular Papanicolaou smear of vagina
795.39,Other nonspecific positive culture findings
795.51,Nonspecific reaction to tuberculin skin test without active tuberculosis
795.52,Nonspecific reaction to cell mediated immunity measurement of gamma interferon antigen response without active tuberculosis
795.79,Other and unspecified nonspecific immunological findings
795.89,Other abnormal tumor markers
796.0,Nonspecific abnormal toxicological findings
796.1,Abnormal reflex
796.2,Elevated blood pressure reading without diagnosis of hypertension
796.3,Nonspecific low blood pressure reading
796.4,Other abnormal clinical findings
796.71,Papanicolaou smear of anus with atypical squamous cells of undetermined significance (ASC-US)
796.9,Other nonspecific abnormal findings
798.1,Hantavirus infection
799.01,Asphyxia
